Series_Title,Genre,Rating,No_of_Votes,Weighted Rating,Rating Anomalies
Sense and Sensibility,Drama,7.6,102598,779744.7999999999,No
Sense and Sensibility,Romance,7.6,102598,779744.7999999999,No
Die Hard: With a Vengeance,Action,7.6,364420,2769592.0,No
Die Hard: With a Vengeance,Adventure,7.6,364420,2769592.0,No
Die Hard: With a Vengeance,Thriller,7.6,364420,2769592.0,No
Dead Man,Adventure,7.6,90442,687359.2,No
Dead Man,Drama,7.6,90442,687359.2,No
Dead Man,Fantasy,7.6,90442,687359.2,No
The Bridges of Madison County,Drama,7.6,73172,556107.2,No
The Bridges of Madison County,Romance,7.6,73172,556107.2,No
Apollo 13,Adventure,7.6,269197,2045897.2,No
Apollo 13,Drama,7.6,269197,2045897.2,No
Apollo 13,History,7.6,269197,2045897.2,No
Trois couleurs: Blanc,Comedy,7.6,64390,489364.0,No
Trois couleurs: Blanc,Drama,7.6,64390,489364.0,No
Trois couleurs: Blanc,Romance,7.6,64390,489364.0,No
Falling Down,Action,7.6,171640,1304464.0,No
Falling Down,Crime,7.6,171640,1304464.0,No
Falling Down,Drama,7.6,171640,1304464.0,No
Dazed and Confused,Comedy,7.6,165465,1257534.0,No
My Cousin Vinny,Comedy,7.6,107325,815670.0,No
My Cousin Vinny,Crime,7.6,107325,815670.0,No
Omohide poro poro,Animation,7.6,27071,205739.59999999998,No
Omohide poro poro,Drama,7.6,27071,205739.59999999998,No
Omohide poro poro,Romance,7.6,27071,205739.59999999998,No
Delicatessen,Comedy,7.6,80487,611701.2,No
Delicatessen,Crime,7.6,80487,611701.2,No
Home Alone,Comedy,7.6,488817,3715009.1999999997,No
Home Alone,Family,7.6,488817,3715009.1999999997,No
The Godfather: Part III,Crime,7.6,359809,2734548.4,No
The Godfather: Part III,Drama,7.6,359809,2734548.4,No
When Harry Met Sally...,Comedy,7.6,195663,1487038.8,No
When Harry Met Sally...,Drama,7.6,195663,1487038.8,No
When Harry Met Sally...,Romance,7.6,195663,1487038.8,No
The Little Mermaid,Animation,7.6,237696,1806489.5999999999,No
The Little Mermaid,Family,7.6,237696,1806489.5999999999,No
The Little Mermaid,Fantasy,7.6,237696,1806489.5999999999,No
The Naked Gun: From the Files of Police Squad!,Comedy,7.6,152871,1161819.5999999999,No
The Naked Gun: From the Files of Police Squad!,Crime,7.6,152871,1161819.5999999999,No
"Planes, Trains & Automobiles",Comedy,7.6,124773,948274.7999999999,No
"Planes, Trains & Automobiles",Drama,7.6,124773,948274.7999999999,No
Lethal Weapon,Action,7.6,236894,1800394.4,No
Lethal Weapon,Crime,7.6,236894,1800394.4,No
Lethal Weapon,Thriller,7.6,236894,1800394.4,No
Blood Simple,Crime,7.6,87745,666862.0,No
Blood Simple,Drama,7.6,87745,666862.0,No
Blood Simple,Thriller,7.6,87745,666862.0,No
On Golden Pond,Drama,7.6,27650,210140.0,No
Mad Max 2,Action,7.6,166588,1266068.8,No
Mad Max 2,Adventure,7.6,166588,1266068.8,No
Mad Max 2,Sci-Fi,7.6,166588,1266068.8,No
The Warriors,Action,7.6,93878,713472.7999999999,No
The Warriors,Crime,7.6,93878,713472.7999999999,No
The Warriors,Thriller,7.6,93878,713472.7999999999,No
The Muppet Movie,Adventure,7.6,32802,249295.19999999998,No
The Muppet Movie,Comedy,7.6,32802,249295.19999999998,No
The Muppet Movie,Family,7.6,32802,249295.19999999998,No
Escape from Alcatraz,Action,7.6,121731,925155.6,No
Escape from Alcatraz,Biography,7.6,121731,925155.6,No
Escape from Alcatraz,Crime,7.6,121731,925155.6,No
Watership Down,Animation,7.6,33656,255785.59999999998,No
Watership Down,Adventure,7.6,33656,255785.59999999998,No
Watership Down,Drama,7.6,33656,255785.59999999998,No
Midnight Express,Biography,7.6,73662,559831.2,No
Midnight Express,Crime,7.6,73662,559831.2,No
Midnight Express,Drama,7.6,73662,559831.2,No
Close Encounters of the Third Kind,Drama,7.6,184966,1405741.5999999999,No
Close Encounters of the Third Kind,Sci-Fi,7.6,184966,1405741.5999999999,No
The Long Goodbye,Comedy,7.6,26337,200161.19999999998,No
The Long Goodbye,Crime,7.6,26337,200161.19999999998,No
The Long Goodbye,Drama,7.6,26337,200161.19999999998,No
Giù la testa,Drama,7.6,30144,229094.4,No
Giù la testa,War,7.6,30144,229094.4,No
Giù la testa,Western,7.6,30144,229094.4,No
Kelly's Heroes,Adventure,7.6,45338,344568.8,No
Kelly's Heroes,Comedy,7.6,45338,344568.8,No
Kelly's Heroes,War,7.6,45338,344568.8,No
The Jungle Book,Animation,7.6,166409,1264708.4,No
The Jungle Book,Adventure,7.6,166409,1264708.4,No
The Jungle Book,Family,7.6,166409,1264708.4,No
Blowup,Drama,7.6,56513,429498.8,No
Blowup,Mystery,7.6,56513,429498.8,No
Blowup,Thriller,7.6,56513,429498.8,No
A Hard Day's Night,Comedy,7.6,40351,306667.6,No
A Hard Day's Night,Music,7.6,40351,306667.6,No
A Hard Day's Night,Musical,7.6,40351,306667.6,No
Breakfast at Tiffany's,Comedy,7.6,166544,1265734.4,No
Breakfast at Tiffany's,Drama,7.6,166544,1265734.4,No
Breakfast at Tiffany's,Romance,7.6,166544,1265734.4,No
Giant,Drama,7.6,34075,258970.0,No
Giant,Western,7.6,34075,258970.0,No
From Here to Eternity,Drama,7.6,43374,329642.39999999997,No
From Here to Eternity,Romance,7.6,43374,329642.39999999997,No
From Here to Eternity,War,7.6,43374,329642.39999999997,No
Lifeboat,Drama,7.6,26471,201179.59999999998,No
Lifeboat,War,7.6,26471,201179.59999999998,No
The 39 Steps,Crime,7.6,51853,394082.8,No
The 39 Steps,Mystery,7.6,51853,394082.8,No
The 39 Steps,Thriller,7.6,51853,394082.8,No
